Instance,Runtime (seconds),Feasible,Profit,Error
lrc53B.txt,0.74,No,-inf,[No RESULT line found]
lrc103B.txt,0.73,No,-inf,[No RESULT line found]
lrc303B.txt,0.89,No,-inf,[No RESULT line found]
