Instance,Runtime (seconds),Feasible,Profit,Error
lrc103C.txt,11.53,No,37328.945120544624,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc303C.txt,1.17,No,31184.152756441483,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc203C.txt,1.18,No,37034.073286434395,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
