Instance,Runtime (seconds),Feasible,Profit,Error
lrc53B.txt,8.76,Yes,18924.85748772271,[]
lrc103B.txt,37.13,Yes,40793.935150171994,[]
lrc303B.txt,275.50,Yes,108032.98376544361,[]
