Instance,Runtime (seconds),Feasible,Profit,Error
lrc53B.txt,0.93,Yes,18464.880414242674,[]
lrc103B.txt,1.07,Yes,40337.0063435946,[]
lrc303B.txt,2.66,Yes,98966.94610512555,[]
