Instance,Runtime (seconds),Feasible,Profit,Error
lrc103C.txt,0.49,No,37372.788603372086,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc303C.txt,0.48,No,32245.390385143102,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc203C.txt,0.48,No,37145.31146405607,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
