Instance,Runtime (seconds),Feasible,Profit,Error
lrc53B.txt,0.44,No,-inf,"[Number of trucks exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc103B.txt,0.47,No,-inf,"[Number of trucks exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc303B.txt,0.46,No,-inf,"[Number of trucks exceeded]; [Delivery before pickup OR only pickup, no delivery]"
