Instance,Runtime (seconds),Feasible,Profit,Error
lrc103C.txt,0.49,No,-inf,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc303C.txt,0.48,No,-inf,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
lrc203C.txt,0.48,No,-inf,"[Vehicle capacity exceeded]; [Delivery before pickup OR only pickup, no delivery]"
